level,method,mae,rmse,mape_pct,n_series,n_folds,zero_targets,abs_err_sum,total_actual,wmape_pooled_pct,arm,series_days,synthetic_days,calendar_days_tiled
+synthetic (iid),RM6_6month_180d,183.41666666666666,233.8600486673132,131.1565472287779,12,144,0,26412.0,53573.0,49.3009538386874,+synthetic (iid),1916,1095,608
+synthetic (iid),gradient_boosting,185.03137065696959,243.9698685366791,107.0430699557415,12,144,0,26644.51737460362,53573.0,49.73497354003624,+synthetic (iid),1916,1095,608
+synthetic (iid),extra_trees,185.11403643210042,236.30156510165793,100.62230460796614,12,144,0,26656.42124622246,53573.0,49.75719344860744,+synthetic (iid),1916,1095,608
+synthetic (iid),random_forest,185.6233660026859,240.4019926446633,105.38756665031262,12,144,0,26729.764704386773,53573.0,49.89409722133682,+synthetic (iid),1916,1095,608
+synthetic (iid),xgboost,185.89350713458327,244.0349910332247,107.49703840321065,12,144,0,26768.66502737999,53573.0,49.966709027644505,+synthetic (iid),1916,1095,608
+synthetic (iid),arima_212,186.4454687889105,234.30314687782462,107.26822496339145,12,144,0,26848.14750560311,53573.0,50.11507196834806,+synthetic (iid),1916,1095,608
+synthetic (iid),sarima_weekly,187.3594742784824,234.865602085123,107.60995246862701,12,144,0,26979.764296101464,53573.0,50.3607494374059,+synthetic (iid),1916,1095,608
+synthetic (iid),arima_111,187.36650204095397,234.828119288502,108.76602640333145,12,144,0,26980.776293897372,53573.0,50.362638444547386,+synthetic (iid),1916,1095,608
+synthetic (iid),lightgbm,188.18165206968413,248.6006466903731,109.32355730075982,12,144,0,27098.157898034515,53573.0,50.581744345163635,+synthetic (iid),1916,1095,608
+synthetic (iid),ets,189.36553454361703,235.72669131921808,125.16977062369237,12,144,0,27268.636974280853,53573.0,50.89996261975408,+synthetic (iid),1916,1095,608
+synthetic (iid),prophet_cal,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (iid),1916,1095,608
+synthetic (iid),rolling_mean_30,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (iid),1916,1095,608
+synthetic (iid),weekly_hurdle_12w,204.30307539682542,246.21697327496565,141.7228209776158,12,144,0,29419.64285714286,53573.0,54.915055825029135,+synthetic (iid),1916,1095,608
+synthetic (iid),RM3_3month_90d,205.41435185185185,246.80170012460033,137.3834301570395,12,144,0,29579.666666666664,53573.0,55.21375817420466,+synthetic (iid),1916,1095,608
+synthetic (iid),sba,206.81214895214677,264.54100252160305,142.49874893989627,12,144,0,29780.949449109132,53573.0,55.589475013736646,+synthetic (iid),1916,1095,608
+synthetic (iid),rolling_mean_60,213.96180555555554,259.5800310896419,143.41351799725425,12,144,0,30810.5,53573.0,57.51124633677412,+synthetic (iid),1916,1095,608
+synthetic (iid),croston,215.04485613473483,275.4469838241135,150.76771321804554,12,144,0,30966.459283401815,53573.0,57.802361793070794,+synthetic (iid),1916,1095,608
+synthetic (iid),prophet_plain,216.77801868833868,270.5183189749583,132.44249395807051,12,144,0,31216.034691120767,53573.0,58.26822222224025,+synthetic (iid),1916,1095,608
+synthetic (iid),ewma_a0.1,235.17538248446635,329.431891274389,153.58853535335197,12,144,0,33865.255077763155,53573.0,63.213288555360265,+synthetic (iid),1916,1095,608
+synthetic (iid),tsb,238.98391016622682,322.1794537181873,158.20933174638495,12,144,0,34413.68306393667,53573.0,64.23699076761926,+synthetic (iid),1916,1095,608
+synthetic (iid),rolling_q75_30,240.6909722222222,328.14088796540307,190.440001984122,12,144,0,34659.5,53573.0,64.69583558882273,+synthetic (iid),1916,1095,608
+synthetic (iid),rolling_mean_14,250.43650793650792,355.36523446426526,155.84310769283783,12,144,0,36062.857142857145,53573.0,67.31535874947669,+synthetic (iid),1916,1095,608
+synthetic (iid),rolling_median_30,253.375,336.62694254293984,111.20877925051883,12,144,0,36486.0,53573.0,68.10520224740074,+synthetic (iid),1916,1095,608
+synthetic (iid),seasonal_naive_7,271.0416666666667,359.2380110516796,147.19652853695519,12,144,0,39030.0,53573.0,72.85386295335337,+synthetic (iid),1916,1095,608
+synthetic (iid),ewma_a0.3,341.5288869030763,525.8407177060279,176.35338598545061,12,144,0,49180.15971404299,53573.0,91.8002719915685,+synthetic (iid),1916,1095,608
+synthetic (iid),naive,682.7291666666666,1162.2155611120097,337.2196231513223,12,144,0,98313.0,53573.0,183.51221697496874,+synthetic (iid),1916,1095,608
+synthetic (block-14),ridge,167.90509352305878,231.353339449517,111.75226517662726,12,144,0,24178.333467320463,53573.0,45.13156527974999,+synthetic (block-14),1916,1095,608
+synthetic (block-14),extra_trees,177.1420549678854,237.42728566671033,113.07725650216888,12,144,0,25508.455915375496,53573.0,47.61438768666212,+synthetic (block-14),1916,1095,608
+synthetic (block-14),gradient_boosting,179.55617481686156,241.7409396206051,106.64187975271777,12,144,0,25856.089173628065,53573.0,48.263284067773064,+synthetic (block-14),1916,1095,608
+synthetic (block-14),random_forest,181.52727405376285,240.8023904308644,113.73691660236183,12,144,0,26139.927463741846,53573.0,48.793100001384744,+synthetic (block-14),1916,1095,608
+synthetic (block-14),RM6_6month_180d,183.41666666666666,233.8600486673132,131.1565472287779,12,144,0,26412.0,53573.0,49.3009538386874,+synthetic (block-14),1916,1095,608
+synthetic (block-14),xgboost,184.553157882558,249.62838402244327,121.32701848314518,12,144,0,26575.65473508835,53573.0,49.60643371677589,+synthetic (block-14),1916,1095,608
+synthetic (block-14),lightgbm,186.71096178291916,251.64418493020352,121.0238233098237,12,144,0,26886.37849674036,53573.0,50.18643439183984,+synthetic (block-14),1916,1095,608
+synthetic (block-14),sarima_weekly,190.4226917791389,238.03909536844776,112.3096982001743,12,144,0,27420.867616196,53573.0,51.18411814943348,+synthetic (block-14),1916,1095,608
+synthetic (block-14),arima_212,196.94378053739385,244.99257566113866,121.66829988974762,12,144,0,28359.904397384715,53573.0,52.93693539167998,+synthetic (block-14),1916,1095,608
+synthetic (block-14),arima_111,196.95148486791115,245.25903325624498,131.66940876652885,12,144,0,28361.013820979206,53573.0,52.9390062549777,+synthetic (block-14),1916,1095,608
+synthetic (block-14),ets,202.08034192679145,252.10421091467433,134.16226958954505,12,144,0,29099.569237457967,53573.0,54.31760259357879,+synthetic (block-14),1916,1095,608
+synthetic (block-14),prophet_cal,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (block-14),1916,1095,608
+synthetic (block-14),rolling_mean_30,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (block-14),1916,1095,608
+synthetic (block-14),weekly_hurdle_12w,204.30307539682542,246.21697327496565,141.7228209776158,12,144,0,29419.64285714286,53573.0,54.915055825029135,+synthetic (block-14),1916,1095,608
+synthetic (block-14),RM3_3month_90d,205.41435185185185,246.80170012460033,137.3834301570395,12,144,0,29579.666666666664,53573.0,55.21375817420466,+synthetic (block-14),1916,1095,608
+synthetic (block-14),sba,206.8142113796124,264.5417325243931,142.52351970205999,12,144,0,29781.246438664184,53573.0,55.590029377978055,+synthetic (block-14),1916,1095,608
+synthetic (block-14),rolling_mean_60,213.96180555555554,259.5800310896419,143.41351799725425,12,144,0,30810.5,53573.0,57.51124633677412,+synthetic (block-14),1916,1095,608
+synthetic (block-14),prophet_plain,214.22587756722575,268.525574823114,122.42839196034119,12,144,0,30848.526369680505,53573.0,57.582226811417144,+synthetic (block-14),1916,1095,608
+synthetic (block-14),croston,215.04702694601724,275.44785434535567,150.79378757663358,12,144,0,30966.771880226483,53573.0,57.802945290027594,+synthetic (block-14),1916,1095,608
+synthetic (block-14),ewma_a0.1,235.17538248446635,329.431891274389,153.58853535335197,12,144,0,33865.255077763155,53573.0,63.213288555360265,+synthetic (block-14),1916,1095,608
+synthetic (block-14),tsb,238.98559947807018,322.1803478578906,158.22712709659245,12,144,0,34413.926324842105,53573.0,64.23744484132325,+synthetic (block-14),1916,1095,608
+synthetic (block-14),rolling_q75_30,240.6909722222222,328.14088796540307,190.440001984122,12,144,0,34659.5,53573.0,64.69583558882273,+synthetic (block-14),1916,1095,608
+synthetic (block-14),rolling_mean_14,250.43650793650792,355.36523446426526,155.84310769283783,12,144,0,36062.857142857145,53573.0,67.31535874947669,+synthetic (block-14),1916,1095,608
+synthetic (block-14),rolling_median_30,253.375,336.62694254293984,111.20877925051883,12,144,0,36486.0,53573.0,68.10520224740074,+synthetic (block-14),1916,1095,608
+synthetic (block-14),seasonal_naive_7,271.0416666666667,359.2380110516796,147.19652853695519,12,144,0,39030.0,53573.0,72.85386295335337,+synthetic (block-14),1916,1095,608
+synthetic (block-14),ewma_a0.3,341.5288869030763,525.8407177060279,176.35338598545061,12,144,0,49180.15971404299,53573.0,91.8002719915685,+synthetic (block-14),1916,1095,608
+synthetic (block-14),naive,682.7291666666666,1162.2155611120097,337.2196231513223,12,144,0,98313.0,53573.0,183.51221697496874,+synthetic (block-14),1916,1095,608
+synthetic (calendar),RM6_6month_180d,183.41666666666666,233.8600486673132,131.1565472287779,12,144,0,26412.0,53573.0,49.3009538386874,+synthetic (calendar),1916,1095,608
+synthetic (calendar),sarima_weekly,186.79626721162447,233.70853233274386,113.47478176367362,12,144,0,26898.662478473925,53573.0,50.209363818479325,+synthetic (calendar),1916,1095,608
+synthetic (calendar),ridge,188.3182962237263,238.9319401562136,100.73864697695383,12,144,0,27117.834656216586,53573.0,50.618473216389944,+synthetic (calendar),1916,1095,608
+synthetic (calendar),arima_111,188.52864141973933,235.64045702357237,121.8756375823536,12,144,0,27148.12436444246,53573.0,50.67501234659709,+synthetic (calendar),1916,1095,608
+synthetic (calendar),arima_212,188.68104056838789,235.41285557589708,119.06290155814332,12,144,0,27170.069841847857,53573.0,50.71597603615227,+synthetic (calendar),1916,1095,608
+synthetic (calendar),extra_trees,192.62384586087106,245.3504512194902,114.03266746773049,12,144,0,27737.83380396543,53573.0,51.77577101145247,+synthetic (calendar),1916,1095,608
+synthetic (calendar),ets,194.32318503237727,240.66000847091675,127.54328061147352,12,144,0,27982.538644662327,53573.0,52.23253998219687,+synthetic (calendar),1916,1095,608
+synthetic (calendar),gradient_boosting,197.18126720255194,254.67712121929765,128.8217969178223,12,144,0,28394.102477167482,53573.0,53.00076993479455,+synthetic (calendar),1916,1095,608
+synthetic (calendar),rolling_mean_30,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (calendar),1916,1095,608
+synthetic (calendar),prophet_cal,202.86111111111111,266.55533431147774,176.66687075442042,12,144,0,29212.000000000004,53573.0,54.527467194295646,+synthetic (calendar),1916,1095,608
+synthetic (calendar),random_forest,203.2373116148375,255.3870285364214,121.43741451021712,12,144,0,29266.172872536597,53573.0,54.628586923518554,+synthetic (calendar),1916,1095,608
+synthetic (calendar),lightgbm,203.2925121317921,260.0913698534092,129.66900932786612,12,144,0,29274.12174697806,53573.0,54.64342438724369,+synthetic (calendar),1916,1095,608
+synthetic (calendar),weekly_hurdle_12w,204.30307539682542,246.21697327496565,141.7228209776158,12,144,0,29419.64285714286,53573.0,54.915055825029135,+synthetic (calendar),1916,1095,608
+synthetic (calendar),RM3_3month_90d,205.41435185185185,246.80170012460033,137.3834301570395,12,144,0,29579.666666666664,53573.0,55.21375817420466,+synthetic (calendar),1916,1095,608
+synthetic (calendar),xgboost,205.7343683640162,261.76831030025,129.98540540070147,12,144,0,29625.749044418335,53573.0,55.299776089482265,+synthetic (calendar),1916,1095,608
+synthetic (calendar),prophet_plain,206.29961656104936,258.0162180369446,136.92840078692043,12,144,0,29707.144784791108,53573.0,55.45171034810652,+synthetic (calendar),1916,1095,608
+synthetic (calendar),sba,206.81340367011924,264.5415017927918,142.51173061339165,12,144,0,29781.130128497174,53573.0,55.58981227203474,+synthetic (calendar),1916,1095,608
+synthetic (calendar),rolling_mean_60,213.96180555555554,259.5800310896419,143.41351799725425,12,144,0,30810.5,53573.0,57.51124633677412,+synthetic (calendar),1916,1095,608
+synthetic (calendar),croston,215.04617675858162,275.4475666094515,150.78137803525755,12,144,0,30966.649453235754,53573.0,57.80271676634826,+synthetic (calendar),1916,1095,608
+synthetic (calendar),ewma_a0.1,235.17538248446635,329.431891274389,153.58853535335197,12,144,0,33865.255077763155,53573.0,63.213288555360265,+synthetic (calendar),1916,1095,608
+synthetic (calendar),tsb,238.98385215659403,322.17943049189347,158.20868140905404,12,144,0,34413.674710549545,53573.0,64.23697517508735,+synthetic (calendar),1916,1095,608
+synthetic (calendar),rolling_q75_30,240.6909722222222,328.14088796540307,190.440001984122,12,144,0,34659.5,53573.0,64.69583558882273,+synthetic (calendar),1916,1095,608
+synthetic (calendar),rolling_mean_14,250.43650793650792,355.36523446426526,155.84310769283783,12,144,0,36062.857142857145,53573.0,67.31535874947669,+synthetic (calendar),1916,1095,608
+synthetic (calendar),rolling_median_30,253.375,336.62694254293984,111.20877925051883,12,144,0,36486.0,53573.0,68.10520224740074,+synthetic (calendar),1916,1095,608
+synthetic (calendar),seasonal_naive_7,271.0416666666667,359.2380110516796,147.19652853695519,12,144,0,39030.0,53573.0,72.85386295335337,+synthetic (calendar),1916,1095,608
+synthetic (calendar),ewma_a0.3,341.5288869030763,525.8407177060279,176.35338598545061,12,144,0,49180.15971404299,53573.0,91.8002719915685,+synthetic (calendar),1916,1095,608
+synthetic (calendar),naive,682.7291666666666,1162.2155611120097,337.2196231513223,12,144,0,98313.0,53573.0,183.51221697496874,+synthetic (calendar),1916,1095,608
